p_id,unique_team_id,player_team_id,team_id_impute,player,numeric_id,position,team_name,player_game_count,declined_penalties,franchise_id,gap_grades_run_block,gap_run_block_percent,gap_snap_counts_run_block,gap_snap_counts_run_block_percent,gap_snap_counts_run_play,grades_run_block,penalties,run_block_percent,snap_counts_run_block,snap_counts_run_play,zone_grades_run_block,zone_run_block_percent,zone_snap_counts_run_block,zone_snap_counts_run_block_percent,zone_snap_counts_run_play,week,year,plyr_number
larryborom_chi_2022_9,chi_2022_9,larryborom_chi_2022,chi_2022,larryborom,59879,t,chi,1,0,6,63.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2022,9
saahdiqcharles_was_2022_9,was_2022_9,saahdiqcharles_was_2022,was_2022,saahdiqcharles,59820,g,was,1,0,32,53.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2022,9
cameronfleming_den_2022_9,den_2022_9,cameronfleming_den_2022,den_2022,cameronfleming,8775,t,den,1,0,10,59.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2022,9
djhumphries_ari_2022_9,ari_2022_9,djhumphries_ari_2022,ari_2022,djhumphries,9457,t,ari,1,0,1,61.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2022,9
ajcann_hou_2022_9,hou_2022_9,ajcann_hou_2022,hou_2022,ajcann,9500,g,hou,1,0,13,50.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2022,9
treysmith_kc_2022_9,kc_2022_9,treysmith_kc_2022,kc_2022,treysmith,62960,g,kc,1,0,16,66.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2022,9
joethuney_kc_2022_9,kc_2022_9,joethuney_kc_2022,kc_2022,joethuney,10712,g,kc,1,0,16,75.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2022,9
noahgray_kc_2022_9,kc_2022_9,noahgray_kc_2022,kc_2022,noahgray,60878,te,kc,1,0,16,55.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2022,9
orlandobrownjr_kc_2022_9,kc_2022_9,orlandobrownjr_kc_2022,kc_2022,orlandobrownjr,46227,t,kc,1,0,16,56.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2022,9
andrewwylie_kc_2022_9,kc_2022_9,andrewwylie_kc_2022,kc_2022,andrewwylie,12333,t,kc,1,0,16,68.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2022,9
creedhumphrey_kc_2022_9,kc_2022_9,creedhumphrey_kc_2022,kc_2022,creedhumphrey,59996,ol,kc,1,0,16,59.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2022,9
davidnjoku_cle_2022_9,cle_2022_9,davidnjoku_cle_2022,cle_2022,davidnjoku,11784,te,cle,1,0,8,56.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2022,9
traviskelce_kc_2022_9,kc_2022_9,traviskelce_kc_2022,kc_2022,traviskelce,7844,te,kc,1,0,16,58.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2022,9
jakecurhan_sea_2022_9,sea_2022_9,jakecurhan_sea_2022,sea_2022,jakecurhan,38549,g,sea,1,0,29,52.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2022,9
elgtonjenkins_gb_2022_9,gb_2022_9,elgtonjenkins_gb_2022,gb_2022,elgtonjenkins,46298,t,gb,1,0,12,48.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2022,9
joefortson_kc_2022_9,kc_2022_9,joefortson_kc_2022,kc_2022,joefortson,94384,te,kc,1,0,16,57.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2022,9
mattfeiler_lac_2022_9,lac_2022_9,mattfeiler_lac_2022,lac_2022,mattfeiler,9289,g,lac,1,0,27,59.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2022,9
coreylinsley_lac_2022_9,lac_2022_9,coreylinsley_lac_2022,lac_2022,coreylinsley,8796,ol,lac,1,1,27,60.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2022,9
zionjohnson_lac_2022_9,lac_2022_9,zionjohnson_lac_2022,lac_2022,zionjohnson,99681,g,lac,1,0,27,66.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2022,9
jamareesalyer_lac_2022_9,lac_2022_9,jamareesalyer_lac_2022,lac_2022,jamareesalyer,81656,t,lac,1,0,27,60.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2022,9
coleturner_was_2022_9,was_2022_9,coleturner_was_2022,was_2022,coleturner,84330,te,was,1,0,32,55.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2022,9
treypipkins_lac_2022_9,lac_2022_9,treypipkins_lac_2022,lac_2022,treypipkins,91462,t,lac,1,0,27,46.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2022,9
deveryhamilton_nyg_2022_9,nyg_2022_9,deveryhamilton_nyg_2022,nyg_2022,deveryhamilton,40636,t,nyg,1,0,21,65.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2022,9
tremckitty_lac_2022_9,lac_2022_9,tremckitty_lac_2022,lac_2022,tremckitty,60896,te,lac,1,0,27,60.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2022,9
danskipper_det_2022_9,det_2022_9,danskipper_det_2022,det_2022,danskipper,12307,g,det,1,0,11,55.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2022,9
geraldeverett_lac_2022_9,lac_2022_9,geraldeverett_lac_2022,lac_2022,geraldeverett,11799,te,lac,1,0,27,54.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2022,9
colevanlanen_jax_2022_9,jax_2022_9,colevanlanen_jax_2022,jax_2022,colevanlanen,41583,g,jax,1,0,15,59.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2022,9
geronchristiansr_kc_2022_9,kc_2022_9,geronchristiansr_kc_2022,kc_2022,geronchristiansr,46375,t,kc,1,0,16,60.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2022,9
princetegawanogho_kc_2022_9,kc_2022_9,princetegawanogho_kc_2022,kc_2022,princetegawanogho,44820,t,kc,1,0,16,59.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2022,9
nickallegretti_kc_2022_9,kc_2022_9,nickallegretti_kc_2022,kc_2022,nickallegretti,39268,g,kc,1,0,16,60.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2022,9
evanneal_nyg_2022_9,nyg_2022_9,evanneal_nyg_2022,nyg_2022,evanneal,99063,t,nyg,1,0,21,57.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2022,9
walkerlittle_jax_2022_9,jax_2022_9,walkerlittle_jax_2022,jax_2022,walkerlittle,52287,t,jax,1,0,15,56.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2022,9
kennyyeboah_nyj_2022_9,nyj_2022_9,kennyyeboah_nyj_2022,nyj_2022,kennyyeboah,42196,te,nyj,1,0,22,60.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2022,9
lewiskidd_no_2022_9,no_2022_9,lewiskidd_no_2022,no_2022,lewiskidd,59892,g,no,1,0,20,60.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2022,9
richardrodgers_lac_2022_9,lac_2022_9,richardrodgers_lac_2022,lac_2022,richardrodgers,8733,te,lac,1,0,27,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2022,9
dannypinter_ind_2022_9,ind_2022_9,dannypinter_ind_2022,ind_2022,dannypinter,47339,g,ind,1,0,14,60.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2022,9
jackconklin_cle_2022_9,cle_2022_9,jackconklin_cle_2022,cle_2022,jackconklin,10642,t,cle,1,0,8,52.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2022,9
ethanpocic_cle_2022_9,cle_2022_9,ethanpocic_cle_2022,cle_2022,ethanpocic,11813,ol,cle,1,0,8,62.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2022,9
jedrickwillsjr_cle_2022_9,cle_2022_9,jedrickwillsjr_cle_2022,cle_2022,jedrickwillsjr,58467,t,cle,1,0,8,74.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2022,9
joelbitonio_cle_2022_9,cle_2022_9,joelbitonio_cle_2022,cle_2022,joelbitonio,8670,g,cle,1,0,8,71.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2022,9
hjaltefroholdt_cle_2022_9,cle_2022_9,hjaltefroholdt_cle_2022,cle_2022,hjaltefroholdt,44959,g,cle,1,0,8,52.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2022,9
natedavis_ten_2022_9,ten_2022_9,natedavis_ten_2022,ten_2022,natedavis,46808,g,ten,1,0,31,46.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2022,9
nicholaspetitfrere_ten_2022_9,ten_2022_9,nicholaspetitfrere_ten_2022,ten_2022,nicholaspetitfrere,82003,t,ten,1,0,31,41.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2022,9
aaronbrewer_ten_2022_9,ten_2022_9,aaronbrewer_ten_2022,ten_2022,aaronbrewer,46014,g,ten,1,1,31,64.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2022,9
dennisdaley_ten_2022_9,ten_2022_9,dennisdaley_ten_2022,ten_2022,dennisdaley,60063,t,ten,1,0,31,49.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2022,9
benjones_ten_2022_9,ten_2022_9,benjones_ten_2022,ten_2022,benjones,7099,ol,ten,1,0,31,58.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2022,9
michaelschofieldiii_chi_2022_9,chi_2022_9,michaelschofieldiii_chi_2022,chi_2022,michaelschofieldiii,8730,g,chi,1,0,6,41.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2022,9
rileyreiff_chi_2022_9,chi_2022_9,rileyreiff_chi_2022,chi_2022,rileyreiff,7029,t,chi,1,0,6,53.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2022,9
braxtonjones_chi_2022_9,chi_2022_9,braxtonjones_chi_2022,chi_2022,braxtonjones,60092,t,chi,1,0,6,54.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2022,9
sammustipher_chi_2022_9,chi_2022_9,sammustipher_chi_2022,chi_2022,sammustipher,13026,ol,chi,1,0,6,55.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2022,9
tevenjenkins_chi_2022_9,chi_2022_9,tevenjenkins_chi_2022,chi_2022,tevenjenkins,41534,g,chi,1,0,6,60.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2022,9
colekmet_chi_2022_9,chi_2022_9,colekmet_chi_2022,chi_2022,colekmet,60995,te,chi,1,0,6,49.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2022,9
ikemekwonu_car_2022_9,car_2022_9,ikemekwonu_car_2022,car_2022,ikemekwonu,98286,t,car,1,1,5,58.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2022,9
austincorbett_car_2022_9,car_2022_9,austincorbett_car_2022,car_2022,austincorbett,46290,g,car,1,0,5,65.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2022,9
bradychristensen_car_2022_9,car_2022_9,bradychristensen_car_2022,car_2022,bradychristensen,51985,g,car,1,0,5,68.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2022,9
taylormoton_car_2022_9,car_2022_9,taylormoton_car_2022,car_2022,taylormoton,11819,t,car,1,0,5,74.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2022,9
bradleybozeman_car_2022_9,car_2022_9,bradleybozeman_car_2022,car_2022,bradleybozeman,27934,ol,car,1,0,5,58.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2022,9
jakematthews_atl_2022_9,atl_2022_9,jakematthews_atl_2022,atl_2022,jakematthews,8641,t,atl,1,0,2,74.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2022,9
kalebmcgary_atl_2022_9,atl_2022_9,kalebmcgary_atl_2022,atl_2022,kalebmcgary,46912,t,atl,1,0,2,78.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2022,9
drewdalman_atl_2022_9,atl_2022_9,drewdalman_atl_2022,atl_2022,drewdalman,52270,ol,atl,1,0,2,45.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2022,9
chrislindstrom_atl_2022_9,atl_2022_9,chrislindstrom_atl_2022,atl_2022,chrislindstrom,46692,g,atl,1,0,2,73.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2022,9
geoffswaim_ten_2022_9,ten_2022_9,geoffswaim_ten_2022,ten_2022,geoffswaim,9679,te,ten,1,0,31,64.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2022,9
harrisonbryant_cle_2022_9,cle_2022_9,harrisonbryant_cle_2022,cle_2022,harrisonbryant,26394,te,cle,1,0,8,48.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2022,9
jawaantaylor_jax_2022_9,jax_2022_9,jawaantaylor_jax_2022,jax_2022,jawaantaylor,41665,t,jax,1,0,15,41.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2022,9
tylershatley_jax_2022_9,jax_2022_9,tylershatley_jax_2022,jax_2022,tylershatley,9257,g,jax,1,0,15,64.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2022,9
lukefortner_jax_2022_9,jax_2022_9,lukefortner_jax_2022,jax_2022,lukefortner,42028,ol,jax,1,0,15,56.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2022,9
brandonscherff_jax_2022_9,jax_2022_9,brandonscherff_jax_2022,jax_2022,brandonscherff,9438,g,jax,1,0,15,53.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2022,9
camrobinson_jax_2022_9,jax_2022_9,camrobinson_jax_2022,jax_2022,camrobinson,11789,t,jax,1,0,15,34.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2022,9
jamesferentz_ne_2022_9,ne_2022_9,jamesferentz_ne_2022,ne_2022,jamesferentz,9258,ol,ne,1,0,19,54.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2022,9
trentbrown_ne_2022_9,ne_2022_9,trentbrown_ne_2022,ne_2022,trentbrown,9677,t,ne,1,0,19,43.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2022,9
cesarruiz_no_2022_9,no_2022_9,cesarruiz_no_2022,no_2022,cesarruiz,59857,g,no,1,0,20,68.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2022,9
michaelonwenu_ne_2022_9,ne_2022_9,michaelonwenu_ne_2022,ne_2022,michaelonwenu,27357,g,ne,1,0,19,70.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2022,9
erikmccoy_no_2022_9,no_2022_9,erikmccoy_no_2022,no_2022,erikmccoy,37347,ol,no,1,0,20,67.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2022,9
jameshurst_no_2022_9,no_2022_9,jameshurst_no_2022,no_2022,jameshurst,9001,t,no,1,0,20,51.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2022,9
ryanramczyk_no_2022_9,no_2022_9,ryanramczyk_no_2022,no_2022,ryanramczyk,11787,t,no,1,0,20,75.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2022,9
andruspeat_no_2022_9,no_2022_9,andruspeat_no_2022,no_2022,andruspeat,9446,g,no,1,0,20,50.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2022,9
benpowers_bal_2022_9,bal_2022_9,benpowers_bal_2022,bal_2022,benpowers,41482,g,bal,1,0,3,53.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2022,9
tylerlinderbaum_bal_2022_9,bal_2022_9,tylerlinderbaum_bal_2022,bal_2022,tylerlinderbaum,82291,ol,bal,1,0,3,68.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2022,9
kevinzeitler_bal_2022_9,bal_2022_9,kevinzeitler_bal_2022,bal_2022,kevinzeitler,7032,g,bal,1,0,3,52.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2022,9
ronniestanley_bal_2022_9,bal_2022_9,ronniestanley_bal_2022,bal_2022,ronniestanley,10640,t,bal,1,0,3,45.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2022,9
morganmoses_bal_2022_9,bal_2022_9,morganmoses_bal_2022,bal_2022,morganmoses,8701,t,bal,1,0,3,70.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2022,9
tylersmith_dal_2022_9,dal_2022_9,tylersmith_dal_2022,dal_2022,tylersmith,98385,t,dal,1,0,9,47.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2022,9
joshmyers_gb_2022_9,gb_2022_9,joshmyers_gb_2022,gb_2022,joshmyers,59992,ol,gb,1,0,12,71.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2022,9
evanengram_jax_2022_9,jax_2022_9,evanengram_jax_2022,jax_2022,evanengram,11778,te,jax,1,0,15,42.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2022,9
terencesteele_dal_2022_9,dal_2022_9,terencesteele_dal_2022,dal_2022,terencesteele,39461,t,dal,1,0,9,49.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2022,9
yoshnijman_gb_2022_9,gb_2022_9,yoshnijman_gb_2022,gb_2022,yoshnijman,60822,t,gb,1,0,12,53.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2022,9
zackmartin_dal_2022_9,dal_2022_9,zackmartin_dal_2022,dal_2022,zackmartin,8651,g,dal,1,0,9,55.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2022,9
tylerbiadasz_dal_2022_9,dal_2022_9,tylerbiadasz_dal_2022,dal_2022,tylerbiadasz,41178,ol,dal,1,0,9,72.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2022,9
zachtom_gb_2022_9,gb_2022_9,zachtom_gb_2022,gb_2022,zachtom,55443,g,gb,1,0,12,66.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2022,9
jonrunyan_gb_2022_9,gb_2022_9,jonrunyan_gb_2022,gb_2022,jonrunyan,36661,g,gb,1,0,12,55.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2022,9
davidbakhtiari_gb_2022_9,gb_2022_9,davidbakhtiari_gb_2022,gb_2022,davidbakhtiari,7891,t,gb,1,0,12,66.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2022,9
ianthomas_car_2022_9,car_2022_9,ianthomas_car_2022,car_2022,ianthomas,42130,te,car,1,0,5,48.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2022,9
brianoneill_min_2022_9,min_2022_9,brianoneill_min_2022,min_2022,brianoneill,46854,t,min,1,0,18,48.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2022,9
mattpryor_ind_2022_9,ind_2022_9,mattpryor_ind_2022,ind_2022,mattpryor,46647,t,ind,1,0,14,52.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2022,9
colestrange_ne_2022_9,ne_2022_9,colestrange_ne_2022,ne_2022,colestrange,22976,g,ne,1,0,19,59.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2022,9
bradensmith_ind_2022_9,ind_2022_9,bradensmith_ind_2022,ind_2022,bradensmith,46794,t,ind,1,0,14,68.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2022,9
edingram_min_2022_9,min_2022_9,edingram_min_2022,min_2022,edingram,59819,g,min,1,0,18,61.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2022,9
denniskelly_ind_2022_9,ind_2022_9,denniskelly_ind_2022,ind_2022,denniskelly,7146,t,ind,1,0,14,65.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2022,9
quentonnelson_ind_2022_9,ind_2022_9,quentonnelson_ind_2022,ind_2022,quentonnelson,12954,g,ind,1,0,14,52.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2022,9
